disease,130,4.4008126
diseases,62,2.098849
medical,35,1.1848341
health,31,1.0494245
social,27,0.9140149
condition,25,0.8463101
such,24,0.8124577
illness,22,0.7447529
disorder,21,0.7109004
term,21,0.7109004
disorders,20,0.6770481
person,20,0.6770481
mental,18,0.6093433
people,18,0.6093433
author,16,0.54163843
medicine,16,0.54163843
used,15,0.50778604
cause,14,0.47393367
life,14,0.47393367
infectious,13,0.44008127
morbidity,13,0.44008127
cancer,12,0.40622884
journal,12,0.40622884
lost,12,0.40622884
sick,12,0.40622884
epidemiology,11,0.37237644
more,11,0.37237644
example,10,0.33852404
causes,9,0.30467165
infection,9,0.30467165
one,9,0.30467165
scope,9,0.30467165
symptoms,9,0.30467165
treatments,9,0.30467165
years,9,0.30467165
book,8,0.27081922
chronic,8,0.27081922
common,8,0.27081922
considered,8,0.27081922
death,8,0.27081922
illnesses,8,0.27081922
injury,8,0.27081922
isbn,8,0.27081922
many,8,0.27081922
patient,8,0.27081922
refer,8,0.27081922
sickness,8,0.27081922
syndrome,8,0.27081922
time,8,0.27081922
treatment,8,0.27081922
world,8,0.27081922
age,7,0.23696683
associated,7,0.23696683
behavior,7,0.23696683
caused,7,0.23696683
different,7,0.23696683
due,7,0.23696683
experience,7,0.23696683
factors,7,0.23696683
include,7,0.23696683
lifestyle,7,0.23696683
location,7,0.23696683
normal,7,0.23696683
pages,7,0.23696683
being,6,0.20311442
body,6,0.20311442
col,6,0.20311442
conditions,6,0.20311442
especially,6,0.20311442
genetic,6,0.20311442
heart,6,0.20311442
issue,6,0.20311442
metaphor,6,0.20311442
metaphors,6,0.20311442
organization,6,0.20311442
pain,6,0.20311442
percent,6,0.20311442
physical,6,0.20311442
pmid,6,0.20311442
poverty,6,0.20311442
psychiatric,6,0.20311442
status,6,0.20311442
style,6,0.20311442
tuberculosis,6,0.20311442
volume,6,0.20311442
width,6,0.20311442
affects,5,0.16926202
american,5,0.16926202
bacteria,5,0.16926202
called,5,0.16926202
commonly,5,0.16926202
culture,5,0.16926202
cure,5,0.16926202
data,5,0.16926202
database,5,0.16926202
depression,5,0.16926202
even,5,0.16926202
food,5,0.16926202
healthy,5,0.16926202
high,5,0.16926202
hospital,5,0.16926202
ill,5,0.16926202
known,5,0.16926202
language,5,0.16926202
main,5,0.16926202
new,5,0.16926202
noncommunicable,5,0.16926202
number,5,0.16926202
oclc,5,0.16926202
patients,5,0.16926202
press,5,0.16926202
prevention,5,0.16926202
problems,5,0.16926202
progressive,5,0.16926202
remission,5,0.16926202
state,5,0.16926202
study,5,0.16926202
terminology,5,0.16926202
through,5,0.16926202
university,5,0.16926202
use,5,0.16926202
work,5,0.16926202
acute,4,0.13540961
aids,4,0.13540961
become,4,0.13540961
behavioral,4,0.13540961
better,4,0.13540961
canada,4,0.13540961
cases,4,0.13540961
changes,4,0.13540961
communicable,4,0.13540961
concepts,4,0.13540961
dalys,4,0.13540961
determinants,4,0.13540961
doi,4,0.13540961
during,4,0.13540961
economic,4,0.13540961
eueg,4,0.13540961
europe,4,0.13540961
european,4,0.13540961
flareup,4,0.13540961
generally,4,0.13540961
includes,4,0.13540961
list,4,0.13540961
live,4,0.13540961
low,4,0.13540961
measures,4,0.13540961
national,4,0.13540961
others,4,0.13540961
page,4,0.13540961
pathogenic,4,0.13540961
possible,4,0.13540961
preventive,4,0.13540961
problem,4,0.13540961
responses,4,0.13540961
risk,4,0.13540961
science,4,0.13540961
see,4,0.13540961
sign,4,0.13540961
society,4,0.13540961
sometimes,4,0.13540961
specific,4,0.13540961
specifically,4,0.13540961
spread,4,0.13540961
symbol,4,0.13540961
symptom,4,0.13540961
terms,4,0.13540961
therapy,4,0.13540961
types,4,0.13540961
until,4,0.13540961
usually,4,0.13540961
virus,4,0.13540961
viruses,4,0.13540961
way,4,0.13540961
without,4,0.13540961
york,4,0.13540961
account,3,0.10155721
another,3,0.10155721
areas,3,0.10155721
association,3,0.10155721
benefits,3,0.10155721
between,3,0.10155721
biological,3,0.10155721
burden,3,0.10155721
burdens,3,0.10155721
cambridge,3,0.10155721
care,3,0.10155721
certain,3,0.10155721
characteristics,3,0.10155721
choices,3,0.10155721
completely,3,0.10155721
contagious,3,0.10155721
cultural,3,0.10155721
cured,3,0.10155721
daly,3,0.10155721
definition,3,0.10155721
describes,3,0.10155721
disability,3,0.10155721
diseased,3,0.10155721
dorland,3,0.10155721
dorlands,3,0.10155721
dysfunction,3,0.10155721
emotional,3,0.10155721
end,3,0.10155721
environmental,3,0.10155721
epidemiologists,3,0.10155721
except,3,0.10155721
four,3,0.10155721
function,3,0.10155721
general,3,0.10155721
human,3,0.10155721
including,3,0.10155721
individual,3,0.10155721
individuals,3,0.10155721
infections,3,0.10155721
information,3,0.10155721
injuries,3,0.10155721
insurance,3,0.10155721
living,3,0.10155721
loss,3,0.10155721
major,3,0.10155721
manual,3,0.10155721
measurements,3,0.10155721
members,3,0.10155721
mood,3,0.10155721
mortality,3,0.10155721
noninfectious,3,0.10155721
obesity,3,0.10155721
period,3,0.10155721
permanently,3,0.10155721
personal,3,0.10155721
place,3,0.10155721
potential,3,0.10155721
predisease,3,0.10155721
premature,3,0.10155721
presence,3,0.10155721
produce,3,0.10155721
public,3,0.10155721
rate,3,0.10155721
redirect,3,0.10155721
regional,3,0.10155721
role,3,0.10155721
sedentary,3,0.10155721
several,3,0.10155721
severe,3,0.10155721
slate,3,0.10155721
societies,3,0.10155721
stages,3,0.10155721
statistical,3,0.10155721
still,3,0.10155721
stroke,3,0.10155721
transmissibility,3,0.10155721
transmitted,3,0.10155721
understood,3,0.10155721
very,3,0.10155721
well,3,0.10155721
whose,3,0.10155721
worse,3,0.10155721
ability,2,0.067704804
abnormality,2,0.067704804
acceptable,2,0.067704804
addition,2,0.067704804
affect,2,0.067704804
affective,2,0.067704804
affluence,2,0.067704804
agents,2,0.067704804
airborne,2,0.067704804
alcoholic,2,0.067704804
alessandro,2,0.067704804
anchor,2,0.067704804
anorexia,2,0.067704804
appearance,2,0.067704804
appears,2,0.067704804
asymptomatic,2,0.067704804
attacks,2,0.067704804
attention,2,0.067704804
basis,2,0.067704804
before,2,0.067704804
blood,2,0.067704804
borro,2,0.067704804
both,2,0.067704804
brain,2,0.067704804
breast,2,0.067704804
broad,2,0.067704804
broadly,2,0.067704804
calculated,2,0.067704804
case,2,0.067704804
category,2,0.067704804
century,2,0.067704804
chickenpox,2,0.067704804
circumcision,2,0.067704804
circumstances,2,0.067704804
class,2,0.067704804
clinically,2,0.067704804
cmaj,2,0.067704804
collection,2,0.067704804
consider,2,0.067704804
contact,2,0.067704804
contaminated,2,0.067704804
contamination,2,0.067704804
contexts,2,0.067704804
contrast,2,0.067704804
countries,2,0.067704804
critical,2,0.067704804
cultures,2,0.067704804
cures,2,0.067704804
current,2,0.067704804
currently,2,0.067704804
defining,2,0.067704804
del,2,0.067704804
depressive,2,0.067704804
diagnosis,2,0.067704804
diagnostic,2,0.067704804
dictionary,2,0.067704804
dies,2,0.067704804
disabilities,2,0.067704804
disabilityadjusted,2,0.067704804
disciplines,2,0.067704804
disseminated,2,0.067704804
distress,2,0.067704804
dorlandsdict,2,0.067704804
dormant,2,0.067704804
down,2,0.067704804
drugs,2,0.067704804
duties,2,0.067704804
dying,2,0.067704804
efforts,2,0.067704804
environment,2,0.067704804
evident,2,0.067704804
exempted,2,0.067704804
exercise,2,0.067704804
exists,2,0.067704804
factor,2,0.067704804
fecal,2,0.067704804
few,2,0.067704804
file,2,0.067704804
financial,2,0.067704804
first,2,0.067704804
foodborne,2,0.067704804
forms,2,0.067704804
functional,2,0.067704804
functioning,2,0.067704804
fungi,2,0.067704804
geographic,2,0.067704804
guide,2,0.067704804
gut,2,0.067704804
hardy,2,0.067704804
help,2,0.067704804
hereditary,2,0.067704804
hmong,2,0.067704804
homeostasis,2,0.067704804
hypertension,2,0.067704804
identify,2,0.067704804
ills,2,0.067704804
impact,2,0.067704804
impairment,2,0.067704804
imposed,2,0.067704804
improve,2,0.067704804
incidence,2,0.067704804
incubation,2,0.067704804
influenza,2,0.067704804
interaction,2,0.067704804
internal,2,0.067704804
issues,2,0.067704804
james,2,0.067704804
johnson,2,0.067704804
latency,2,0.067704804
later,2,0.067704804
less,2,0.067704804
level,2,0.067704804
literature,2,0.067704804
localized,2,0.067704804
long,2,0.067704804
magazine,2,0.067704804
make,2,0.067704804
male,2,0.067704804
management,2,0.067704804
measured,2,0.067704804
medicalization,2,0.067704804
microorganisms,2,0.067704804
model,2,0.067704804
moral,2,0.067704804
mycobacterium,2,0.067704804
name,2,0.067704804
natural,2,0.067704804
neuropsychiatric,2,0.067704804
news,2,0.067704804
nutrition,2,0.067704804
office,2,0.067704804
ones,2,0.067704804
organ,2,0.067704804
organic,2,0.067704804
organisms,2,0.067704804
organizations,2,0.067704804
part,2,0.067704804
pathogens,2,0.067704804
paul,2,0.067704804
persons,2,0.067704804
phase,2,0.067704804
physiological,2,0.067704804
poor,2,0.067704804
poorly,2,0.067704804
popular,2,0.067704804
population,2,0.067704804
preferred,2,0.067704804
prep,2,0.067704804
pressure,2,0.067704804
prevented,2,0.067704804
primary,2,0.067704804
prions,2,0.067704804
protozoa,2,0.067704804
provided,2,0.067704804
psychological,2,0.067704804
reach,2,0.067704804
recovery,2,0.067704804
refers,2,0.067704804
refractory,2,0.067704804
regarded,2,0.067704804
regents,2,0.067704804
relationships,2,0.067704804
report,2,0.067704804
resists,2,0.067704804
responds,2,0.067704804
result,2,0.067704804
results,2,0.067704804
retrieved,2,0.067704804
same,2,0.067704804
scale,2,0.067704804
schizophrenia,2,0.067704804
seen,2,0.067704804
selfcare,2,0.067704804
sense,2,0.067704804
sex,2,0.067704804
signs,2,0.067704804
similar,2,0.067704804
simultaneous,2,0.067704804
